中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   MAR- 2019 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
29MAR19,0.26333 ,0.34178 ,0.53989 ,0.62544 ,0.66378 ,0.79389 ,0.92878 ,1.06511 
28MAR19,0.26322 ,0.34178 ,0.53978 ,0.62533 ,0.66367 ,0.79378 ,0.92878 ,1.06500 
27MAR19,0.26311 ,0.34167 ,0.53967 ,0.62522 ,0.66356 ,0.79367 ,0.92878 ,1.06489 
26MAR19,0.26322 ,0.34167 ,0.53978 ,0.62533 ,0.66367 ,0.79367 ,0.92878 ,1.06500 
25MAR19,0.26289 ,0.34144 ,0.53956 ,0.62500 ,0.66344 ,0.79344 ,0.92878 ,1.06467 
22MAR19,0.26300 ,0.34156 ,0.53956 ,0.62511 ,0.66356 ,0.79356 ,0.92878 ,1.06478 
21MAR19,0.26311 ,0.34167 ,0.53967 ,0.62522 ,0.66367 ,0.79367 ,0.92878 ,1.06489 
20MAR19,0.26311 ,0.34167 ,0.53967 ,0.62522 ,0.66367 ,0.79367 ,0.92878 ,1.06489 
19MAR19,0.26322 ,0.34178 ,0.53978 ,0.62544 ,0.66378 ,0.79378 ,0.92878 ,1.06500 
18MAR19,0.26300 ,0.34156 ,0.53956 ,0.62522 ,0.66356 ,0.79356 ,0.92878 ,1.06478 
15MAR19,0.26311 ,0.34167 ,0.53967 ,0.62544 ,0.66367 ,0.79367 ,0.92878 ,1.06489 
14MAR19,0.26322 ,0.34178 ,0.53978 ,0.62556 ,0.66400 ,0.79378 ,0.92878 ,1.06500 
13MAR19,0.26344 ,0.34178 ,0.53989 ,0.62567 ,0.66411 ,0.79389 ,0.92878 ,1.06511 
12MAR19,0.26356 ,0.34178 ,0.54000 ,0.62578 ,0.66422 ,0.79400 ,0.92878 ,1.06522 
11MAR19,0.26344 ,0.34178 ,0.53989 ,0.62567 ,0.66411 ,0.79389 ,0.92878 ,1.06511 
08MAR19,0.26344 ,0.34178 ,0.53989 ,0.62567 ,0.66411 ,0.79389 ,0.92878 ,1.06511 
07MAR19,0.26333 ,0.34178 ,0.53978 ,0.62556 ,0.66400 ,0.79378 ,0.92878 ,1.06500 
06MAR19,0.26344 ,0.34178 ,0.53978 ,0.62556 ,0.66400 ,0.79378 ,0.92878 ,1.06500 
05MAR19,0.26356 ,0.34178 ,0.53989 ,0.62567 ,0.66411 ,0.79389 ,0.92878 ,1.06511 
04MAR19,0.26356 ,0.34178 ,0.54000 ,0.62578 ,0.66422 ,0.79400 ,0.92856 ,1.06522 
======================================================================,,,,,,,,
